120393fd3ccca724,2781,q1,Third
120393fd3ccca724,2781,q2,Male
120393fd3ccca724,2781,q3,61-80%
120393fd3ccca724,2781,q4,Applied Physics
120393fd3ccca724,2781,q5,B+
120393fd3ccca724,2781,q6,Pre-Prof Requirement
120393fd3ccca724,2781,q7,4
120393fd3ccca724,2781,q8,1
120393fd3ccca724,2781,q9,6
120393fd3ccca724,2781,q11,2
120393fd3ccca724,2781,q12,2
120393fd3ccca724,2781,q13,Strongly Disagree
120393fd3ccca724,2781,q14,Strongly Disagree
120393fd3ccca724,2781,q16,Lectures are dry; boring; and unhlepful
bf95403eec5e2be7,2781,q1,Third
bf95403eec5e2be7,2781,q2,Male
bf95403eec5e2be7,2781,q3,81-99%
bf95403eec5e2be7,2781,q4,Quantitative Science
bf95403eec5e2be7,2781,q5,A
bf95403eec5e2be7,2781,q6,Prerequisite
bf95403eec5e2be7,2781,q7,3
bf95403eec5e2be7,2781,q8,4
bf95403eec5e2be7,2781,q9,7
bf95403eec5e2be7,2781,q11,1
bf95403eec5e2be7,2781,q12,2
bf95403eec5e2be7,2781,q13,Disagree
bf95403eec5e2be7,2781,q14,Disagree
bf95403eec5e2be7,2781,q15,Easy A
1c00807d46daee79,1672,q1,Second
1c00807d46daee79,1672,q2,Female
1c00807d46daee79,1672,q3,41-50%
1c00807d46daee79,1672,q4,Applied Mathematics
1c00807d46daee79,1672,q5,B+
1c00807d46daee79,1672,q7,10
1c00807d46daee79,1672,q8,8
1c00807d46daee79,1672,q9,8
1c00807d46daee79,1672,q11,10
1c00807d46daee79,1672,q12,10
1c00807d46daee79,1672,q13,Strongly Agree
1c00807d46daee79,1672,q14,Strongly Agree
1c00807d46daee79,1672,q15,Extremely knowledgeable and clear presentation; willing to help
9c7d2f672bb140cb,1672,q1,Second
9c7d2f672bb140cb,1672,q2,Female
9c7d2f672bb140cb,1672,q3,51-60%
9c7d2f672bb140cb,1672,q4,Physics
9c7d2f672bb140cb,1672,q5,B-
9c7d2f672bb140cb,1672,q6,College Requirement Major
9c7d2f672bb140cb,1672,q7,2
9c7d2f672bb140cb,1672,q8,1
9c7d2f672bb140cb,1672,q9,5
9c7d2f672bb140cb,1672,q11,4
9c7d2f672bb140cb,1672,q12,4
9c7d2f672bb140cb,1672,q13,Strongly Disagree
9c7d2f672bb140cb,1672,q14,Strongly Disagree
9c7d2f672bb140cb,1672,q15,Suppose to be the easiest professor in theory
9c7d2f672bb140cb,1672,q16,He emphasizes random things and I learned nothing
35611da39ae8eeb1,1672,q1,Third
35611da39ae8eeb1,1672,q2,Male
35611da39ae8eeb1,1672,q3,6-10%
35611da39ae8eeb1,1672,q4,Biology
35611da39ae8eeb1,1672,q5,F
35611da39ae8eeb1,1672,q6,Pre-Prof Requirement
35611da39ae8eeb1,1672,q7,3
35611da39ae8eeb1,1672,q8,2
35611da39ae8eeb1,1672,q9,1
35611da39ae8eeb1,1672,q11,2
35611da39ae8eeb1,1672,q12,1
35611da39ae8eeb1,1672,q13,Strongly Disagree
35611da39ae8eeb1,1672,q14,Strongly Disagree
35611da39ae8eeb1,1672,q15,Nothing good to say
35611da39ae8eeb1,1672,q17,Hot girls take the class
35611da39ae8eeb1,1672,q18,Terrible class
9279f51b43e8f684,1620,q1,Freshman
9279f51b43e8f684,1620,q2,Male
9279f51b43e8f684,1620,q3,16-20%
9279f51b43e8f684,1620,q4,Biology
9279f51b43e8f684,1620,q5,D+
9279f51b43e8f684,1620,q6,Pre-Prof Requirement
9279f51b43e8f684,1620,q7,5
9279f51b43e8f684,1620,q8,6
9279f51b43e8f684,1620,q9,6
9279f51b43e8f684,1620,q11,3
9279f51b43e8f684,1620,q12,2
9279f51b43e8f684,1620,q13,Strongly Disagree
9279f51b43e8f684,1620,q14,Neutral
9279f51b43e8f684,1620,q15,He's nice enough
9279f51b43e8f684,1620,q18,I hate organic chemistry
cf885963fc86e1bf,1621,q1,Sophomore
cf885963fc86e1bf,1621,q2,Female
cf885963fc86e1bf,1621,q3,26-30%
cf885963fc86e1bf,1621,q4,Chemistry
cf885963fc86e1bf,1621,q5,A
cf885963fc86e1bf,1621,q6,College Requirement Major
cf885963fc86e1bf,1621,q7,6
cf885963fc86e1bf,1621,q8,5
cf885963fc86e1bf,1621,q9,6
cf885963fc86e1bf,1621,q11,4
cf885963fc86e1bf,1621,q12,3
cf885963fc86e1bf,1621,q13,Neutral
cf885963fc86e1bf,1621,q14,Neutral
cf885963fc86e1bf,1621,q17,Easy class -- didn't need to goto class
b37fa6fa53d0220c,1621,q1,Sophomore
b37fa6fa53d0220c,1621,q2,Male
b37fa6fa53d0220c,1621,q3,16-20%
b37fa6fa53d0220c,1621,q4,Chemistry
b37fa6fa53d0220c,1621,q5,B
b37fa6fa53d0220c,1621,q6,College Requirement Major
b37fa6fa53d0220c,1621,q7,4
b37fa6fa53d0220c,1621,q8,4
b37fa6fa53d0220c,1621,q9,5
b37fa6fa53d0220c,1621,q11,4
b37fa6fa53d0220c,1621,q12,4
b37fa6fa53d0220c,1621,q13,Strongly Disagree
b37fa6fa53d0220c,1621,q14,Disagree
1f049ea76e595729,5312,q1,Fourth+
1f049ea76e595729,5312,q2,Male
1f049ea76e595729,5312,q3,61-80%
1f049ea76e595729,5312,q4,Sociology
1f049ea76e595729,5312,q5,C-
1f049ea76e595729,5312,q6,Interested
1f049ea76e595729,5312,q7,7
1f049ea76e595729,5312,q8,6
1f049ea76e595729,5312,q9,5
1f049ea76e595729,5312,q10,4
1f049ea76e595729,5312,q13,Neutral
1f049ea76e595729,5312,q14,Neutral
f177e90e46f0441b,5312,q1,Third
f177e90e46f0441b,5312,q2,Female
f177e90e46f0441b,5312,q3,0%
f177e90e46f0441b,5312,q4,Computer Science
f177e90e46f0441b,5312,q5,A-
f177e90e46f0441b,5312,q6,College Requirement Major
f177e90e46f0441b,5312,q7,8
f177e90e46f0441b,5312,q8,8
f177e90e46f0441b,5312,q9,7
f177e90e46f0441b,5312,q10,9
f177e90e46f0441b,5312,q13,Agree
f177e90e46f0441b,5312,q14,Agree
f177e90e46f0441b,5312,q15,She knows the material very well
f177e90e46f0441b,5312,q16,She expects a lot from her students
f177e90e46f0441b,5312,q18,Covers a lot of topics
69fdcdafcd461dbb,5312,q4,Business
69fdcdafcd461dbb,5312,q5,C
69fdcdafcd461dbb,5312,q6,Interested
69fdcdafcd461dbb,5312,q15,She's good at presenting the use cases
69fdcdafcd461dbb,5312,q17,Covers modern databases
69fdcdafcd461dbb,5312,q18,Wish more SQL was covered
ea6974a0c3b474e1,5312,q1,Fourth+
ea6974a0c3b474e1,5312,q2,Female
ea6974a0c3b474e1,5312,q3,11-15%
ea6974a0c3b474e1,5312,q4,Mathematics & Computer Science
ea6974a0c3b474e1,5312,q5,B+
ea6974a0c3b474e1,5312,q13,Agree
ea6974a0c3b474e1,5312,q14,Disagree
ea6974a0c3b474e1,5312,q16,I would take it with Chueng for an easier grade
1424f91742952bdd,5312,q1,Fourth+
1424f91742952bdd,5312,q2,Male
1424f91742952bdd,5312,q3,41-50%
1424f91742952bdd,5312,q4,Business Administration
1424f91742952bdd,5312,q5,C
1424f91742952bdd,5312,q6,Interested
1424f91742952bdd,5312,q7,10
1424f91742952bdd,5312,q8,10
1424f91742952bdd,5312,q9,10
1424f91742952bdd,5312,q10,10
1424f91742952bdd,5312,q13,Strongly Agree
1424f91742952bdd,5312,q14,Strongly Agree
1424f91742952bdd,5312,q15,Best teacher I've had
1424f91742952bdd,5312,q16,Nothing to complain about
1424f91742952bdd,5312,q17,Material is so relevant
1424f91742952bdd,5312,q18,A lot of work 
c0a50fa07ba2e84e,3465,q1,Second
c0a50fa07ba2e84e,3465,q2,Male
c0a50fa07ba2e84e,3465,q3,0%
c0a50fa07ba2e84e,3465,q4,Undeclared
c0a50fa07ba2e84e,3465,q5,A
c0a50fa07ba2e84e,3465,q6,Pre-Prof Requirement
c0a50fa07ba2e84e,3512,q1,First
c0a50fa07ba2e84e,3512,q2,Male
c0a50fa07ba2e84e,3512,q3,6-10%
c0a50fa07ba2e84e,3512,q4,Economics & Mathematics
c0a50fa07ba2e84e,3512,q5,A
c0a50fa07ba2e84e,3512,q6,Pre-Prof Requirement
cf834229a1574394,3512,q1,Second
cf834229a1574394,3512,q2,Female
cf834229a1574394,3512,q3,26-30%
cf834229a1574394,3512,q4,Business
cf834229a1574394,3512,q5,D
cf834229a1574394,3512,q6,Pre-Prof Requirement
1e2a713addbedb87,3511,q1,Second
1e2a713addbedb87,3511,q2,Female
1e2a713addbedb87,3511,q3,0%
1e2a713addbedb87,3511,q4,Applied Mathematics
1e2a713addbedb87,3511,q5,A-
1e2a713addbedb87,3511,q6,College Requirement Major
1e2a713addbedb87,3511,q7,8
1e2a713addbedb87,3511,q8,7
1e2a713addbedb87,3511,q9,7
1e2a713addbedb87,3511,q10,4
1e2a713addbedb87,3511,q11,5
1e2a713addbedb87,3511,q12,8
1e2a713addbedb87,3511,q13,Neutral
1e2a713addbedb87,3511,q14,Neutral
1e2a713addbedb87,3511,q15,He holds a lot of office hours and is very helpful during them
1e2a713addbedb87,3511,q16,Expects a lot of his students
1e2a713addbedb87,3511,q18,Required course - so didn't expect much
c0a50fa07ba2e84e,1971,q1,First
c0a50fa07ba2e84e,1971,q2,Male
c0a50fa07ba2e84e,1971,q3,31-40%
c0a50fa07ba2e84e,1971,q4,Undeclared
c0a50fa07ba2e84e,1971,q5,A
c0a50fa07ba2e84e,1971,q6,Pre-Prof Requirement
45113574e7282f40,1971,q1,Second
